"","respondent","selected","distance","community","affordable","height","site","units","tenant","own","city_interest","prop_i_ban_dummy","supply_dummy"
"896","R_2to423MNRsYdcfr",0,"2 miles (40 minute walk)","No opinion","None of the units","6 stories","Open field","24 units","Own",0,0.15,0,1
"897","R_2to423MNRsYdcfr",0,"1 mile (20 minute walk)","Support the building","One-quarter of the units","12 stories","Empty building","96 units","Own",0,0.15,0,1
"898","R_2to423MNRsYdcfr",0,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","12 stories","Historically-designated building","96 units","Own",0,0.15,0,1
"899","R_2to423MNRsYdcfr",1,"1/2 mile (10 minute walk)","No opinion","Half of the units","3 stories","Empty building","96 units","Rent",0,0.15,0,1
"900","R_2to423MNRsYdcfr",0,"1/2 mile (10 minute walk)","No opinion","None of the units","6 stories","Parking lot","12 units","Own",0,0.15,0,1
"901","R_2to423MNRsYdcfr",1,"1/8 mile (2 minute walk)","Oppose the building","One-quarter of the units","6 stories","Historically-designated building","12 units","Rent",0,0.15,0,1
"902","R_2to423MNRsYdcfr",1,"1/2 mile (10 minute walk)","No opinion","None of the units","2 stories","Historically-designated building","12 units","Rent",0,0.15,0,1
"903","R_2to423MNRsYdcfr",1,"1/2 mile (10 minute walk)","Support the building","Half of the units","2 stories","Parking lot","48 units","Own",0,0.15,0,1
"904","R_2to423MNRsYdcfr",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","12 stories","Empty building","24 units","Own",0,0.15,0,1
"905","R_2whRzXBLOkyQdge",1,"1 mile (20 minute walk)","Support the building","Half of the units","3 stories","Historically-designated building","48 units","Rent",0,-0.15,1,0
"906","R_2whRzXBLOkyQdge",1,"1/2 mile (10 minute walk)","Oppose the building","All of the units","12 stories","Parking lot","24 units","Rent",0,-0.15,1,0
"907","R_2whRzXBLOkyQdge",0,"1/2 mile (10 minute walk)","No opinion","None of the units","3 stories","Open field","24 units","Rent",0,-0.15,1,0
"908","R_2whRzXBLOkyQdge",1,"1/8 mile (2 minute walk)","No opinion","Half of the units","12 stories","Historically-designated building","96 units","Own",0,-0.15,1,0
"909","R_2whRzXBLOkyQdge",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","6 stories","Open field","12 units","Own",0,-0.15,1,0
"910","R_2whRzXBLOkyQdge",1,"1 mile (20 minute walk)","No opinion","Half of the units","6 stories","Open field","96 units","Own",0,-0.15,1,0
"911","R_2whRzXBLOkyQdge",0,"1/8 mile (2 minute walk)","No opinion","None of the units","12 stories","Empty building","48 units","Rent",0,-0.15,1,0
"912","R_2whRzXBLOkyQdge",0,"2 miles (40 minute walk)","No opinion","Half of the units","3 stories","Open field","96 units","Rent",0,-0.15,1,0
"913","R_2whRzXBLOkyQdge",1,"1/2 mile (10 minute walk)","Support the building","All of the units","6 stories","Open field","48 units","Own",0,-0.15,1,0
"914","R_2whRzXBLOkyQdge",0,"1/2 mile (10 minute walk)","Support the building","One-quarter of the units","12 stories","Parking lot","12 units","Own",0,-0.15,1,0
"915","R_2VdRuQ8J0vjbcyS",1,"1/8 mile (2 minute walk)","Support the building","All of the units","2 stories","Open field","12 units","Own",0,0,0,1
"916","R_2VdRuQ8J0vjbcyS",0,"2 miles (40 minute walk)","Oppose the building","None of the units","3 stories","Open field","12 units","Rent",0,0,0,1
"917","R_2VdRuQ8J0vjbcyS",1,"1 mile (20 minute walk)","Support the building","None of the units","12 stories","Parking lot","12 units","Rent",0,0,0,1
"918","R_2VdRuQ8J0vjbcyS",0,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","12 stories","Empty building","12 units","Own",0,0,0,1
"919","R_2VdRuQ8J0vjbcyS",1,"1/8 mile (2 minute walk)","Support the building","None of the units","6 stories","Parking lot","24 units","Rent",0,0,0,1
"920","R_2VdRuQ8J0vjbcyS",0,"1/2 mile (10 minute walk)","Support the building","One-quarter of the units","3 stories","Open field","24 units","Rent",0,0,0,1
"921","R_2VdRuQ8J0vjbcyS",1,"1/8 mile (2 minute walk)","No opinion","Half of the units","2 stories","Parking lot","96 units","Rent",0,0,0,1
"922","R_2VdRuQ8J0vjbcyS",0,"1 mile (20 minute walk)","Support the building","None of the units","3 stories","Empty building","24 units","Rent",0,0,0,1
"923","R_2VdRuQ8J0vjbcyS",1,"1/8 mile (2 minute walk)","Support the building","Half of the units","2 stories","Open field","48 units","Own",0,0,0,1
"924","R_2VdRuQ8J0vjbcyS",0,"1/2 mile (10 minute walk)","Support the building","Half of the units","2 stories","Historically-designated building","24 units","Rent",0,0,0,1
"925","R_3kpjjjWQ9PNsDde",0,"2 miles (40 minute walk)","No opinion","All of the units","6 stories","Empty building","12 units","Rent",0,-0.15,0,1
"926","R_3kpjjjWQ9PNsDde",1,"1/2 mile (10 minute walk)","Support the building","All of the units","12 stories","Open field","48 units","Rent",0,-0.15,0,1
"927","R_3kpjjjWQ9PNsDde",1,"2 miles (40 minute walk)","No opinion","Half of the units","2 stories","Open field","96 units","Rent",0,-0.15,0,1
"928","R_3kpjjjWQ9PNsDde",1,"2 miles (40 minute walk)","No opinion","One-quarter of the units","12 stories","Empty building","24 units","Own",0,-0.15,0,1
"929","R_3kpjjjWQ9PNsDde",0,"1/2 mile (10 minute walk)","Support the building","Half of the units","2 stories","Open field","24 units","Rent",0,-0.15,0,1
"930","R_3kpjjjWQ9PNsDde",0,"1/8 mile (2 minute walk)","Oppose the building","None of the units","12 stories","Historically-designated building","96 units","Rent",0,-0.15,0,1
"931","R_3kpjjjWQ9PNsDde",0,"1/8 mile (2 minute walk)","Support the building","None of the units","12 stories","Empty building","12 units","Rent",0,-0.15,0,1
"932","R_3kpjjjWQ9PNsDde",0,"1 mile (20 minute walk)","Oppose the building","None of the units","12 stories","Parking lot","12 units","Own",0,-0.15,0,1
"933","R_3kpjjjWQ9PNsDde",1,"1 mile (20 minute walk)","No opinion","One-quarter of the units","3 stories","Empty building","24 units","Own",0,-0.15,0,1
"934","R_3kpjjjWQ9PNsDde",1,"1/2 mile (10 minute walk)","Support the building","One-quarter of the units","6 stories","Parking lot","12 units","Rent",0,-0.15,0,1
"935","R_tWpclTlbjx95mH7",0,"1/8 mile (2 minute walk)","Support the building","One-quarter of the units","2 stories","Historically-designated building","24 units","Rent",0,-0.1,NA,0
"936","R_tWpclTlbjx95mH7",1,"1/8 mile (2 minute walk)","Support the building","Half of the units","6 stories","Historically-designated building","24 units","Own",0,-0.1,NA,0
"937","R_tWpclTlbjx95mH7",0,"1/2 mile (10 minute walk)","Support the building","None of the units","2 stories","Historically-designated building","96 units","Rent",0,-0.1,NA,0
"938","R_tWpclTlbjx95mH7",0,"1/8 mile (2 minute walk)","Oppose the building","One-quarter of the units","12 stories","Historically-designated building","48 units","Own",0,-0.1,NA,0
"939","R_tWpclTlbjx95mH7",1,"2 miles (40 minute walk)","Oppose the building","None of the units","2 stories","Open field","24 units","Own",0,-0.1,NA,0
"940","R_tWpclTlbjx95mH7",1,"1/2 mile (10 minute walk)","Oppose the building","All of the units","12 stories","Parking lot","24 units","Rent",0,-0.1,NA,0
"941","R_tWpclTlbjx95mH7",0,"2 miles (40 minute walk)","Oppose the building","Half of the units","12 stories","Historically-designated building","48 units","Rent",0,-0.1,NA,0
"942","R_tWpclTlbjx95mH7",0,"2 miles (40 minute walk)","Support the building","Half of the units","6 stories","Historically-designated building","24 units","Own",0,-0.1,NA,0
"943","R_tWpclTlbjx95mH7",1,"1 mile (20 minute walk)","Oppose the building","None of the units","3 stories","Parking lot","24 units","Own",0,-0.1,NA,0
"944","R_tWpclTlbjx95mH7",1,"1/8 mile (2 minute walk)","No opinion","None of the units","12 stories","Parking lot","12 units","Rent",0,-0.1,NA,0
"945","R_3RqFWGRJiy7DyYP",1,"1/8 mile (2 minute walk)","Oppose the building","Half of the units","12 stories","Open field","12 units","Own",0,-0.15,1,1
"946","R_3RqFWGRJiy7DyYP",1,"2 miles (40 minute walk)","Oppose the building","All of the units","3 stories","Parking lot","48 units","Rent",0,-0.15,1,1
"947","R_3RqFWGRJiy7DyYP",0,"1/2 mile (10 minute walk)","No opinion","None of the units","12 stories","Open field","48 units","Own",0,-0.15,1,1
"948","R_3RqFWGRJiy7DyYP",0,"1/2 mile (10 minute walk)","Oppose the building","None of the units","3 stories","Parking lot","12 units","Rent",0,-0.15,1,1
"949","R_3RqFWGRJiy7DyYP",1,"1/8 mile (2 minute walk)","No opinion","One-quarter of the units","12 stories","Historically-designated building","96 units","Rent",0,-0.15,1,1
"950","R_3RqFWGRJiy7DyYP",0,"1 mile (20 minute walk)","No opinion","None of the units","12 stories","Empty building","12 units","Own",0,-0.15,1,1
"951","R_3RqFWGRJiy7DyYP",1,"2 miles (40 minute walk)","Support the building","One-quarter of the units","12 stories","Historically-designated building","24 units","Rent",0,-0.15,1,1
"952","R_3RqFWGRJiy7DyYP",0,"1/2 mile (10 minute walk)","Support the building","All of the units","2 stories","Parking lot","96 units","Own",0,-0.15,1,1
"953","R_3RqFWGRJiy7DyYP",0,"1/2 mile (10 minute walk)","No opinion","One-quarter of the units","3 stories","Parking lot","24 units","Rent",0,-0.15,1,1
"954","R_3RqFWGRJiy7DyYP",1,"1 mile (20 minute walk)","Support the building","All of the units","3 stories","Parking lot","48 units","Own",0,-0.15,1,1
"955","R_2S7F7ZYFz5N8UUN",1,"1 mile (20 minute walk)","Oppose the building","Half of the units","2 stories","Historically-designated building","48 units","Rent",0,-0.05,NA,1
"956","R_2S7F7ZYFz5N8UUN",1,"1/2 mile (10 minute walk)","No opinion","Half of the units","6 stories","Empty building","24 units","Own",0,-0.05,NA,1
"957","R_2S7F7ZYFz5N8UUN",0,"1/2 mile (10 minute walk)","No opinion","All of the units","2 stories","Parking lot","48 units","Own",0,-0.05,NA,1
"958","R_2S7F7ZYFz5N8UUN",0,"1 mile (20 minute walk)","No opinion","Half of the units","12 stories","Open field","48 units","Own",0,-0.05,NA,1
"959","R_2S7F7ZYFz5N8UUN",0,"1/8 mile (2 minute walk)","No opinion","None of the units","6 stories","Parking lot","48 units","Rent",0,-0.05,NA,1
"960","R_2S7F7ZYFz5N8UUN",1,"1 mile (20 minute walk)","No opinion","Half of the units","12 stories","Empty building","96 units","Rent",0,-0.05,NA,1
"961","R_2S7F7ZYFz5N8UUN",0,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","2 stories","Parking lot","48 units","Rent",0,-0.05,NA,1
"962","R_2S7F7ZYFz5N8UUN",1,"1 mile (20 minute walk)","No opinion","None of the units","3 stories","Parking lot","48 units","Rent",0,-0.05,NA,1
"963","R_2S7F7ZYFz5N8UUN",1,"1/2 mile (10 minute walk)","No opinion","All of the units","2 stories","Open field","24 units","Rent",0,-0.05,NA,1
"964","R_2S7F7ZYFz5N8UUN",0,"1 mile (20 minute walk)","Support the building","None of the units","6 stories","Open field","96 units","Rent",0,-0.05,NA,1
"965","R_2bUUuT3ilvbvLM0",0,"2 miles (40 minute walk)","No opinion","Half of the units","6 stories","Open field","48 units","Own",0,-0.15,0,1
"966","R_2bUUuT3ilvbvLM0",1,"2 miles (40 minute walk)","No opinion","All of the units","12 stories","Open field","48 units","Own",0,-0.15,0,1
"967","R_2bUUuT3ilvbvLM0",1,"2 miles (40 minute walk)","Support the building","All of the units","12 stories","Open field","96 units","Own",0,-0.15,0,1
"968","R_2bUUuT3ilvbvLM0",1,"1 mile (20 minute walk)","Support the building","None of the units","6 stories","Empty building","48 units","Own",0,-0.15,0,1
"969","R_2bUUuT3ilvbvLM0",0,"1/8 mile (2 minute walk)","No opinion","None of the units","6 stories","Empty building","12 units","Rent",0,-0.15,0,1
"970","R_2bUUuT3ilvbvLM0",0,"1 mile (20 minute walk)","Oppose the building","None of the units","2 stories","Open field","12 units","Rent",0,-0.15,0,1
"971","R_2bUUuT3ilvbvLM0",0,"1/8 mile (2 minute walk)","No opinion","Half of the units","2 stories","Historically-designated building","24 units","Own",0,-0.15,0,1
"972","R_2bUUuT3ilvbvLM0",1,"1/2 mile (10 minute walk)","No opinion","All of the units","12 stories","Open field","24 units","Rent",0,-0.15,0,1
"973","R_2bUUuT3ilvbvLM0",0,"1/2 mile (10 minute walk)","Support the building","None of the units","6 stories","Open field","24 units","Rent",0,-0.15,0,1
"974","R_2bUUuT3ilvbvLM0",1,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","2 stories","Open field","24 units","Own",0,-0.15,0,1
"975","R_PYvB9NxCzUsGQ5r",0,"2 miles (40 minute walk)","No opinion","None of the units","6 stories","Parking lot","96 units","Own",1,0.15,0,0
"976","R_PYvB9NxCzUsGQ5r",1,"1/8 mile (2 minute walk)","Oppose the building","All of the units","2 stories","Historically-designated building","12 units","Rent",1,0.15,0,0
"977","R_PYvB9NxCzUsGQ5r",1,"2 miles (40 minute walk)","Oppose the building","One-quarter of the units","3 stories","Parking lot","48 units","Rent",1,0.15,0,0
"978","R_PYvB9NxCzUsGQ5r",0,"1 mile (20 minute walk)","Support the building","None of the units","6 stories","Historically-designated building","12 units","Own",1,0.15,0,0
"979","R_PYvB9NxCzUsGQ5r",1,"2 miles (40 minute walk)","Oppose the building","All of the units","3 stories","Open field","48 units","Own",1,0.15,0,0
"980","R_PYvB9NxCzUsGQ5r",0,"1 mile (20 minute walk)","Oppose the building","All of the units","2 stories","Historically-designated building","48 units","Own",1,0.15,0,0
"981","R_PYvB9NxCzUsGQ5r",1,"2 miles (40 minute walk)","Oppose the building","All of the units","3 stories","Historically-designated building","24 units","Rent",1,0.15,0,0
"982","R_PYvB9NxCzUsGQ5r",0,"2 miles (40 minute walk)","Support the building","All of the units","12 stories","Open field","96 units","Rent",1,0.15,0,0
"983","R_PYvB9NxCzUsGQ5r",1,"2 miles (40 minute walk)","Oppose the building","One-quarter of the units","3 stories","Empty building","24 units","Rent",1,0.15,0,0
"984","R_PYvB9NxCzUsGQ5r",0,"1/2 mile (10 minute walk)","Support the building","All of the units","2 stories","Empty building","96 units","Own",1,0.15,0,0
"985","R_vpnj9YDlKwQ3v2N",0,"1/8 mile (2 minute walk)","Support the building","All of the units","2 stories","Historically-designated building","12 units","Own",1,0.05,NA,1
"986","R_vpnj9YDlKwQ3v2N",1,"1/8 mile (2 minute walk)","Support the building","None of the units","6 stories","Parking lot","24 units","Own",1,0.05,NA,1
"987","R_vpnj9YDlKwQ3v2N",0,"1 mile (20 minute walk)","Oppose the building","One-quarter of the units","3 stories","Parking lot","24 units","Own",1,0.05,NA,1
"988","R_vpnj9YDlKwQ3v2N",0,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","3 stories","Empty building","24 units","Rent",1,0.05,NA,1
"989","R_vpnj9YDlKwQ3v2N",1,"1/8 mile (2 minute walk)","Support the building","All of the units","6 stories","Empty building","24 units","Rent",1,0.05,NA,1
"990","R_vpnj9YDlKwQ3v2N",0,"2 miles (40 minute walk)","No opinion","One-quarter of the units","2 stories","Historically-designated building","12 units","Own",1,0.05,NA,1
"991","R_vpnj9YDlKwQ3v2N",1,"1 mile (20 minute walk)","No opinion","Half of the units","6 stories","Historically-designated building","24 units","Own",1,0.05,NA,1
"992","R_vpnj9YDlKwQ3v2N",0,"2 miles (40 minute walk)","Oppose the building","None of the units","3 stories","Historically-designated building","48 units","Own",1,0.05,NA,1
"993","R_vpnj9YDlKwQ3v2N",1,"1 mile (20 minute walk)","No opinion","Half of the units","2 stories","Parking lot","96 units","Rent",1,0.05,NA,1
"994","R_vpnj9YDlKwQ3v2N",1,"1 mile (20 minute walk)","Support the building","All of the units","6 stories","Empty building","24 units","Rent",1,0.05,NA,1
"995","R_81Ug5lrnL5bGdl7",1,"1 mile (20 minute walk)","Oppose the building","None of the units","12 stories","Parking lot","12 units","Rent",0,-0.15,1,1
"996","R_81Ug5lrnL5bGdl7",0,"2 miles (40 minute walk)","No opinion","Half of the units","3 stories","Empty building","24 units","Own",0,-0.15,1,1
"997","R_81Ug5lrnL5bGdl7",0,"1/2 mile (10 minute walk)","Oppose the building","Half of the units","6 stories","Empty building","96 units","Rent",0,-0.15,1,1
"998","R_81Ug5lrnL5bGdl7",0,"1/8 mile (2 minute walk)","Oppose the building","All of the units","2 stories","Historically-designated building","96 units","Own",0,-0.15,1,1
"999","R_81Ug5lrnL5bGdl7",0,"1/8 mile (2 minute walk)","Oppose the building","One-quarter of the units","6 stories","Historically-designated building","48 units","Own",0,-0.15,1,1
"1000","R_81Ug5lrnL5bGdl7",1,"2 miles (40 minute walk)","Support the building","One-quarter of the units","6 stories","Empty building","24 units","Rent",0,-0.15,1,1
"1001","R_81Ug5lrnL5bGdl7",0,"1/2 mile (10 minute walk)","Oppose the building","None of the units","2 stories","Open field","12 units","Rent",0,-0.15,1,1
"1002","R_81Ug5lrnL5bGdl7",1,"1/8 mile (2 minute walk)","Oppose the building","One-quarter of the units","12 stories","Empty building","48 units","Rent",0,-0.15,1,1
"1003","R_81Ug5lrnL5bGdl7",1,"1/2 mile (10 minute walk)","Oppose the building","None of the units","3 stories","Parking lot","24 units","Own",0,-0.15,1,1
"1004","R_81Ug5lrnL5bGdl7",1,"1 mile (20 minute walk)","Oppose the building","All of the units","3 stories","Historically-designated building","96 units","Own",0,-0.15,1,1
"1005","R_3ivPhSLLOb7MTGe",0,"2 miles (40 minute walk)","Support the building","All of the units","3 stories","Empty building","24 units","Own",0,-0.15,1,1
